,5,1.0,2,3,4,6,7.0,8.0,9,,,,
702.0,2016-07-15,701.0,明代茶果银的形成与演变,蔡定益,安徽史学,期刊,,152.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=701&recid=&FileName=AFSX201604010&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
703.0,2016-07-15,702.0,明清徽州名族对社区的建设及其积极作用,冯尔康,安徽史学,期刊,5.0,234.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=702&recid=&FileName=AFSX201604016&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
704.0,2016-07-15,703.0,北魏与元朝“汉法”推行及其成效之比较,窦相国,安徽史学,期刊,3.0,283.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=703&recid=&FileName=AFSX201604024&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
705.0,2016-07-15,704.0,沦陷时期的天津商会与税收征稽——以所得税、营业税为例,魏文享,安徽史学,期刊,13.0,519.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=704&recid=&FileName=AFSX201604005&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
706.0,2016-07-15,705.0,新旧并存:近代江南农村金融实态管窥,戴鞍钢,安徽史学,期刊,3.0,250.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=705&recid=&FileName=AFSX201604001&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
707.0,2016-07-15,706.0,战乱与生存:抗战时期鲁西冀南乡村平民生活管窥,徐畅,安徽史学,期刊,3.0,330.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=706&recid=&FileName=AFSX201604002&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
708.0,2016-07-15,707.0,民主政治对于民族复兴的重要意义——以抗战时期知识界对“中华民族复兴”的讨论为中心,郑大华,安徽史学,期刊,3.0,449.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=707&recid=&FileName=AFSX201604004&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
709.0,2016-07-15,708.0,朦胧的新旧易位:民国初年太炎弟子入职北大与“旧派”之动向——以朱希祖为中心,程尔奇,安徽史学,期刊,3.0,182.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=708&recid=&FileName=AFSX201604012&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
710.0,2016-07-15,709.0,商事如政事——张元济“以政入商”下的文化运作,黄剑,安徽史学,期刊,4.0,174.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=709&recid=&FileName=AFSX201604013&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
711.0,2016-07-15,710.0,中华内地会与徽州的渊源——基于教会刊物China’s Millions的解读,陈海容; 隋红升,安徽史学,期刊,2.0,280.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=710&recid=&FileName=AFSX201604018&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
712.0,2016-07-15,711.0,近代皖北交通中心变迁再探——以津浦铁路淮河大桥选址变更为中心,李强,安徽史学,期刊,7.0,258.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=711&recid=&FileName=AFSX201604019&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
713.0,2016-07-15,712.0,民国前期红十字会皖北救援活动管窥,池子华; 刘思瀚,安徽史学,期刊,3.0,205.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=712&recid=&FileName=AFSX201604020&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
714.0,2016-07-15,713.0,论李宗仁与抗战初期的安徽政局,周圣亮,安徽史学,期刊,2.0,181.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=713&recid=&FileName=AFSX201604021&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
715.0,2016-07-15,714.0,大跃进时期基层干群冲突及司法介入研究——以肥西县“方世新案”为中心,黄文治,安徽史学,期刊,,285.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=714&recid=&FileName=AFSX201604022&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
716.0,2016-07-15,715.0,上海小三线与皖南地方关系研究,李云; 杨帅; 徐有威,安徽史学,期刊,15.0,393.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=715&recid=&FileName=AFSX201604023&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
717.0,2016-07-15,716.0,《群众》周刊与马克思主义在国统区的传播,何建娥; 陈金龙,安徽史学,期刊,10.0,788.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=716&recid=&FileName=AFSX201604006&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
718.0,2016-07-15,717.0,由“周孔”而“孔孟”:儒家话语体系建构中的“圣人之道”,李燕,安徽史学,期刊,2.0,427.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=717&recid=&FileName=AFSX201604007&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
719.0,2016-05-15,718.0,20世纪30年代城市居民的疾病与死亡——以南京、北平、广州为中心,佳宏伟,安徽史学,期刊,4.0,243.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=718&recid=&FileName=AFSX201603010&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
720.0,2016-05-15,719.0,郭学东摄影作品,郭学东,安徽史学,期刊,,11.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=719&recid=&FileName=AFSX201603021&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
721.0,2016-05-15,720.0,安徽淮河流域自然人文环境对地名历史文化资源的影响,胡晓,安徽史学,期刊,5.0,487.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=720&recid=&FileName=AFSX201603018&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
722.0,2016-05-15,721.0,从民间契约看古巴比伦时期的借贷利率——兼论《汉穆腊比法典》中借贷利率的非现实性,李海峰,安徽史学,期刊,,180.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=721&recid=&FileName=AFSX201603014&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
723.0,2016-05-15,722.0,亚述帝国邮驿制度辨析,国洪更,安徽史学,期刊,3.0,251.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=722&recid=&FileName=AFSX201603015&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
724.0,2016-05-15,723.0,"先唐时代之宣城:江南奥壤,山水诗都",胡阿祥,安徽史学,期刊,3.0,290.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=723&recid=&FileName=AFSX201603016&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
725.0,2016-05-15,724.0,晚明卫所与州县关系探研——以泗州卫月粮为线索,郑宁; 冯贤亮,安徽史学,期刊,3.0,448.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=724&recid=&FileName=AFSX201603017&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
726.0,2016-05-15,725.0,清乾隆朝官修史书考论,黄爱平,安徽史学,期刊,6.0,399.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=725&recid=&FileName=AFSX201603001&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
727.0,2016-05-15,726.0,抗战胜利初期中国民主同盟的建国思想,左玉河,安徽史学,期刊,,351.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=726&recid=&FileName=AFSX201603004&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
728.0,2016-05-15,727.0,口岸市场上中外鸦片的竞争与替代(1877—1912)——基于芜湖海关资料分析,方前移,安徽史学,期刊,2.0,252.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=727&recid=&FileName=AFSX201603007&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
729.0,2016-05-15,728.0,清季粤海关库款侵蚀案及其治理——兼论税务司制度对监督制度的影响,陈勇,安徽史学,期刊,4.0,278.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=728&recid=&FileName=AFSX201603008&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
730.0,2016-05-15,729.0,非基运动与民国上海大学师生群,杨雄威,安徽史学,期刊,1.0,389.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=729&recid=&FileName=AFSX201603009&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
731.0,2016-05-15,730.0,太行抗日根据地女性婚姻家庭待遇及其冲突,杜清娥; 岳谦厚,安徽史学,期刊,9.0,386.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=730&recid=&FileName=AFSX201603011&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
732.0,2016-05-15,731.0,抗战时期国内大学借读现象论析——以战时大学报刊为中心的考察,陈东,安徽史学,期刊,1.0,164.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=731&recid=&FileName=AFSX201603012&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
733.0,2016-05-15,732.0,为了平等而不平等——从学校向工农开门看新中国的教育平等努力(1949—1965),王爱云,安徽史学,期刊,3.0,282.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=732&recid=&FileName=AFSX201603019&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
734.0,2016-05-15,733.0,改革开放以来抗日战争胜利纪念活动述论,郭辉; 白杨洋,安徽史学,期刊,5.0,567.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=733&recid=&FileName=AFSX201603020&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
735.0,2016-05-15,734.0,晚清湘学发展的县学因素,王继平,安徽史学,期刊,,141.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=734&recid=&FileName=AFSX201603002&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
736.0,2016-05-15,735.0,《论十大关系》几个问题的探讨,罗平汉,安徽史学,期刊,8.0,1460.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=735&recid=&FileName=AFSX201603003&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
737.0,2016-05-15,736.0,邵作舟思想的历史地位与研究现状,张小平,安徽史学,期刊,3.0,88.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=736&recid=&FileName=AFSX201603006&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
738.0,2016-05-15,737.0,论舍利崇拜在中国的兴起与风行——兼论法门寺佛指舍利,侯慧明,安徽史学,期刊,3.0,369.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=737&recid=&FileName=AFSX201603005&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
739.0,2016-05-15,738.0,邓小平绿色发展思想的历史考察,黄志斌; 袁蛟娇; 沈琳,安徽史学,期刊,10.0,643.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=738&recid=&FileName=AFSX201603013&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
740.0,2016-03-15,739.0,“九一八事变”后学人对甲午战争的探究热潮(1931—1945)——基于学术心态的考察,陈兆肆,安徽史学,期刊,2.0,234.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=739&recid=&FileName=AFSX201602006&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
741.0,2016-03-15,740.0,被遗忘的工人郊区化——以洛杉矶大都市区为例(1920—1940),王旭; 王宇翔,安徽史学,期刊,4.0,280.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=740&recid=&FileName=AFSX201602012&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
742.0,2016-03-15,741.0,从《贤博编》看明代文人叶权的海防思想,吴宏岐; 李贤强,安徽史学,期刊,,257.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=741&recid=&FileName=AFSX201602002&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
743.0,2016-03-15,742.0,论永乐到宣德年间开国功臣家族命运的变化——以巩固新政权合法性为视角的研究,吴琦; 朱忠文,安徽史学,期刊,6.0,541.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=742&recid=&FileName=AFSX201602003&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
744.0,2016-03-15,743.0,古代晚期地中海地区“尘幕事件”述论——兼论南北朝时期建康“雨黄尘”事件,刘榕榕; 董晓佳,安徽史学,期刊,1.0,317.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=743&recid=&FileName=AFSX201602011&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
745.0,2016-03-15,744.0,明清时代的徽商与江南棉布业,范金民,安徽史学,期刊,4.0,633.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=744&recid=&FileName=AFSX201602013&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
746.0,2016-03-15,745.0,过渡时代的译才:江南制造局翻译馆的中国译员群体探析,元青; 齐君,安徽史学,期刊,12.0,746.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=745&recid=&FileName=AFSX201602004&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
747.0,2016-03-15,746.0,赫德与中日甲午战争,张志勇,安徽史学,期刊,2.0,444.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=746&recid=&FileName=AFSX201602005&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
748.0,2016-03-15,747.0,买办陈廉伯与民初广东,张晓辉,安徽史学,期刊,3.0,252.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=747&recid=&FileName=AFSX201602008&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
749.0,2016-03-15,748.0,抗战时期沦陷区的红卍字会,高鹏程; 刘平,安徽史学,期刊,4.0,277.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=748&recid=&FileName=AFSX201602009&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
750.0,2016-03-15,749.0,蒋介石对战时物价问题的认识及其因应措施,方勇,安徽史学,期刊,2.0,328.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=749&recid=&FileName=AFSX201602010&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
751.0,2016-03-15,750.0,略论刘铭传的台海防御观,李细珠,安徽史学,期刊,4.0,244.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=750&recid=&FileName=AFSX201602015&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
752.0,2016-03-15,751.0,李鸿章集外文补遗,李永泉,安徽史学,期刊,4.0,114.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=751&recid=&FileName=AFSX201602016&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
753.0,2016-03-15,752.0,东至化工区建设述论——上海皖南“小三线”的个案研究,徐锋华,安徽史学,期刊,12.0,277.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=752&recid=&FileName=AFSX201602017&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
754.0,2016-03-15,753.0,建国后17年国家对流散文物的收购保护——以浙江省收购“吴熙档案”为例,钱文艳,安徽史学,期刊,2.0,145.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=753&recid=&FileName=AFSX201602018&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
755.0,2016-03-15,754.0,从淮系考古学文化的区系类型看群舒的来源——学术史的回顾与思考,张萍,安徽史学,期刊,2.0,390.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=754&recid=&FileName=AFSX201602019&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
756.0,2016-03-15,755.0,神话与政治——以东汉以来徽州方仙翁为中心,丁希勤,安徽史学,期刊,1.0,269.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=755&recid=&FileName=AFSX201602014&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
757.0,2016-03-15,756.0,论周恩来的非洲政策理念,张象; 薛琳,安徽史学,期刊,2.0,270.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=756&recid=&FileName=AFSX201602001&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
758.0,2016-03-15,757.0,地理书写与国家认同:清末地理教科书中的民族主义话语,何思源,安徽史学,期刊,18.0,816.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=757&recid=&FileName=AFSX201602007&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
759.0,2016-01-15,758.0,凤台茅仙洞,郭学东,安徽史学,期刊,,39.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=758&recid=&FileName=AFSX201601018&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
760.0,2016-01-15,759.0,《中国丛报》的孔子观及其向美国的传播,张涛,安徽史学,期刊,7.0,383.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=759&recid=&FileName=AFSX201601015&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
761.0,2016-01-15,760.0,近年来明清宗族研究综述,常建华,安徽史学,期刊,42.0,2544.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=760&recid=&FileName=AFSX201601017&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
762.0,2016-01-15,761.0,中世纪英国公地共同体与穷人,赵文洪,安徽史学,期刊,4.0,259.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=761&recid=&FileName=AFSX201601012&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
763.0,2016-01-15,762.0,日本国内战争狂热的表现及成因分析——从一个新的角度反思历史,史桂芳,安徽史学,期刊,4.0,309.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=762&recid=&FileName=AFSX201601013&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
764.0,2016-01-15,763.0,汪中礼俗观念的思想线索和社会背景,罗检秋,安徽史学,期刊,2.0,219.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=763&recid=&FileName=AFSX201601001&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
765.0,2016-01-15,764.0,"试论宋代士大夫的一种从政精神——以范仲淹“公罪不可无,私罪不可有”为中心",王军营; 陈峰,安徽史学,期刊,1.0,509.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=764&recid=&FileName=AFSX201601003&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
766.0,2016-01-15,765.0,蒙元遗俗与明人日常生活——兼论民族间物质与精神文化的双向交融,陈宝良,安徽史学,期刊,5.0,754.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=765&recid=&FileName=AFSX201601004&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
767.0,2016-01-15,766.0,清朝科举策问与官方《明史》修纂,吴航,安徽史学,期刊,3.0,296.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=766&recid=&FileName=AFSX201601005&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
768.0,2016-01-15,767.0,辛亥革命前后程德全与张謇关系述略,谢俊美,安徽史学,期刊,1.0,201.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=767&recid=&FileName=AFSX201601002&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
769.0,2016-01-15,768.0,董元醇述论,王开玺,安徽史学,期刊,,139.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=768&recid=&FileName=AFSX201601006&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
770.0,2016-01-15,769.0,变抑不变:国民党一大前后孙中山民族主义学说之考察,李国芳,安徽史学,期刊,5.0,379.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=769&recid=&FileName=AFSX201601007&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
771.0,2016-01-15,770.0,蒋介石与战后学潮(1945—1949),贺江枫,安徽史学,期刊,9.0,633.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=770&recid=&FileName=AFSX201601008&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
772.0,2016-01-15,771.0,民主的悖论:20世纪40年代甘肃乡镇保长民选及其异化,柳德军,安徽史学,期刊,7.0,192.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=771&recid=&FileName=AFSX201601009&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
773.0,2016-01-15,772.0,抗战时期国统区“妇女合作运动”探析(1942—1945)——以《妇女合作运动》为中心,侯杰; 赵天鹭,安徽史学,期刊,,266.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=772&recid=&FileName=AFSX201601010&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
774.0,2016-01-15,773.0,中华人民共和国政治史的几个基本问题,李正华,安徽史学,期刊,,327.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=773&recid=&FileName=AFSX201601011&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
775.0,2016-01-15,774.0,“各族皆有家神”——以湘潭阳塘龙王信仰与周氏宗族建构为中心,陈瑶,安徽史学,期刊,4.0,340.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=774&recid=&FileName=AFSX201601016&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
776.0,2016-01-15,775.0,俄国东正教传教团在京活动述评(1716—1859),欧阳哲生,安徽史学,期刊,7.0,367.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=775&recid=&FileName=AFSX201601014&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
777.0,2015-11-15,776.0,郭学东摄影作品欣赏,郭学东,安徽史学,期刊,,25.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=776&recid=&FileName=AFSX201506025&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
778.0,2015-11-15,777.0,退出印度前夕的英国殖民者与印度王公的消失,李加洞,安徽史学,期刊,1.0,170.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=777&recid=&FileName=AFSX201506018&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
779.0,2015-11-15,778.0,1971年印巴危机期间美国的难民政策与美印在难民问题上的角力,张威,安徽史学,期刊,,208.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=778&recid=&FileName=AFSX201506019&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
780.0,2015-11-15,779.0,试析叙利亚现代民族国家构建的阶段与特征,王霏,安徽史学,期刊,5.0,288.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=779&recid=&FileName=AFSX201506020&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
781.0,2015-11-15,780.0,中国傩的源生与流变考论,何根海,安徽史学,期刊,10.0,557.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=780&recid=&FileName=AFSX201506010&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
782.0,2015-11-15,781.0,湘淮集团与19世纪60年代上海的崛起,陈可畏,安徽史学,期刊,2.0,157.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=781&recid=&FileName=AFSX201506012&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
783.0,2015-11-15,782.0,焦陂塘兴废考——兼及焦陂镇,焦存超; 陈业新,安徽史学,期刊,2.0,166.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=782&recid=&FileName=AFSX201506021&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
784.0,2015-11-15,783.0,皮毛:清代北美对华贸易的重要货品,郭卫东,安徽史学,期刊,6.0,379.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=783&recid=&FileName=AFSX201506007&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
785.0,2015-11-15,784.0,闽台财政改革与各方权力纠葛——雍正朝台湾县知县周钟瑄案解析,程朝云,安徽史学,期刊,2.0,125.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=784&recid=&FileName=AFSX201506011&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
786.0,2015-11-15,785.0,“民间文书的整理、研究与利用”笔谈,,安徽史学,期刊,2.0,214.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=785&recid=&FileName=AFSX201506001&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
787.0,2015-11-15,786.0,“革命叙事”中的洋务:1978年前,马勇,安徽史学,期刊,2.0,432.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=786&recid=&FileName=AFSX201506008&DbName=CJFDLAST2016&DbCode=CJFD&yx=&pr=&URLID=,,,,
